,Year,Country,Domestic Consumption,Exports,Import Price,Export Price,Total Production
70,2015,Vietnam,15112.0,28427.0,2.3,,41659.0
71,2015,Vietnam,15355.0,27769.0,2.5,2.3,41482.0
72,2015,Vietnam,15119.0,27518.0,2.1,2.6,42532.0
73,2016,Argentina,13200.0,15180.0,2.7,3.0,
74,2016,Argentina,13746.0,15507.0,,,27965.0
75,2016,Brazil,21500.0,37732.0,1.8,2.0,56827.0
76,2016,Canada,18424.0,22584.0,3.8,4.1,40127.0
77,2016,Canada,18163.0,22839.0,,4.3,39410.0
78,2016,Canada,18193.0,22851.0,3.7,3.9,39607.0
79,2016,Chile,7121.0,9365.0,2.6,2.7,15183.0
80,2016,Chile,6936.0,9266.0,2.8,2.8,15441.0
81,2016,Chile,7386.0,9395.0,2.7,2.8,15687.0
82,2016,Chile,6767.0,9462.0,2.7,3.0,15907.0
83,2016,China,125040.0,88263.0,3.1,3.4,208084.0
84,2016,China,125063.0,88271.0,2.9,3.7,208284.0
85,2016,Colombia,3934.0,,2.3,2.4,14502.0
86,2016,Colombia,4523.0,10901.0,2.5,2.5,13930.0
87,2016,Ethiopia,3654.0,6847.0,2.0,2.2,6664.0
88,2016,Ethiopia,3174.0,7087.0,2.2,,6490.0
89,2016,Ethiopia,3936.0,7183.0,2.0,,6830.0
90,2016,Ethiopia,3403.0,6525.0,1.8,2.2,7462.0
91,2016,France,29632.0,31658.0,3.4,3.7,59548.0
92,2016,France,29902.0,31357.0,,3.9,58833.0
93,2016,France,29283.0,31310.0,3.3,3.9,59603.0
94,2016,Germany,8792.0,11048.0,3.3,3.6,0.0
95,2016,Germany,8670.0,10868.0,3.2,3.7,0.0
96,2016,Germany,8369.0,11295.0,3.0,3.8,0.0
97,2016,Germany,9090.0,10788.0,3.0,3.3,0.0
98,2016,Germany,8665.0,,3.6,3.7,0.0
99,2016,Germany,9172.0,11368.0,3.0,3.8,0.0
100,2016,Germany,,10905.0,3.3,3.8,0.0
101,2016,India,46645.0,26053.0,2.6,2.8,70642.0
102,2016,India,46913.0,26022.0,2.4,3.2,70572.0
103,2016,Indonesia,28642.0,32485.0,2.5,2.6,59473.0
104,2016,Indonesia,28253.0,32649.0,2.2,2.3,59740.0
105,2016,Indonesia,28406.0,33142.0,,2.7,58978.0
106,2016,Italy,24617.0,26524.0,,3.6,49073.0
107,2016,Italy,24177.0,26511.0,3.2,3.5,49346.0
108,2016,Kenya,8133.0,12027.0,2.0,2.3,19430.0
109,2016,Kenya,8591.0,12174.0,1.9,2.1,19914.0
110,2016,Mexico,32727.0,36105.0,3.5,3.8,66489.0
111,2016,Mexico,33004.0,36218.0,3.4,4.0,66128.0
112,2016,Mexico,32821.0,36182.0,3.4,3.9,66587.0
113,2016,Mexico,32980.0,35822.0,3.7,3.8,67065.0
114,2016,Mexico,33214.0,36108.0,3.9,3.6,66107.0
115,2016,Mexico,33295.0,35834.0,3.8,3.9,66203.0
116,2016,Peru,6042.0,8320.0,2.5,2.7,13549.0
117,2016,Peru,6554.0,8714.0,2.4,2.9,
118,2016,South Africa,11103.0,13274.0,2.8,3.0,23252.0
119,2016,South Africa,10811.0,12994.0,2.6,3.2,23780.0
120,2016,South Africa,11546.0,13034.0,2.8,2.9,23426.0
121,2016,South Africa,11453.0,13815.0,,3.2,24112.0
122,2016,Thailand,16251.0,24567.0,2.5,2.7,39712.0
123,2016,Turkey,,21671.0,2.9,3.1,38996.0
124,2016,Turkey,19391.0,21207.0,2.9,2.9,39284.0
125,2016,Turkey,19893.0,21105.0,2.7,2.9,38616.0
126,2016,Turkey,19356.0,21982.0,2.7,2.9,39479.0
127,2016,USA,25340.0,0.0,4.7,0.0,0.0
128,2016,USA,,0.0,4.7,0.0,0.0
129,2016,Vietnam,15530.0,28670.0,2.2,2.6,43598.0
130,2016,Vietnam,15530.0,28670.0,2.2,2.6,43598.0
131,2017,Argentina,13682.0,15526.0,2.9,3.0,28283.0
132,2017,Argentina,13744.0,15447.0,2.9,2.9,28165.0
133,2017,Argentina,13903.0,15681.0,2.7,2.7,28016.0
134,2017,Brazil,22039.0,38843.0,2.1,2.1,57925.0
135,2017,Canada,18752.0,23037.0,4.0,4.2,41080.0
136,2017,Canada,18942.0,22736.0,4.0,4.4,41066.0
137,2017,Canada,18493.0,23483.0,4.1,4.3,41310.0
138,2017,Chile,7103.0,9746.0,2.8,2.8,15571.0
139,2017,Chile,7616.0,9318.0,2.4,2.6,16332.0
140,2017,Chile,7169.0,9263.0,3.0,2.7,15741.0
141,2017,China,130168.0,90701.0,3.3,3.6,216052.0
142,2017,China,,90899.0,2.9,3.5,216184.0
143,2017,Colombia,4147.0,,2.3,2.5,14737.0
144,2017,Colombia,3759.0,11266.0,2.4,2.3,15192.0
145,2017,Colombia,4141.0,12020.0,2.1,2.4,14732.0
146,2017,Colombia,4522.0,11554.0,2.1,2.3,14275.0
147,2017,Ethiopia,3859.0,7172.0,2.0,2.3,7297.0
148,2017,Ethiopia,3548.0,7331.0,1.9,2.5,7897.0
149,2017,France,30160.0,32679.0,3.5,3.8,60703.0
150,2017,France,30065.0,32229.0,3.3,3.7,60936.0
151,2017,France,29958.0,32182.0,3.5,4.1,60928.0
152,2017,Germany,9048.0,11602.0,3.4,3.8,0.0
153,2017,Germany,8967.0,11039.0,3.5,3.7,0.0
154,2017,Germany,8825.0,11274.0,3.6,3.4,0.0
155,2017,India,47898.0,26562.0,2.7,3.1,72771.0
156,2017,India,48365.0,26623.0,2.6,2.8,72816.0
157,2017,India,47508.0,26873.0,2.8,3.1,72552.0
158,2017,India,47629.0,26826.0,2.6,2.9,72353.0
159,2017,India,48323.0,26310.0,3.0,2.9,73155.0
160,2017,India,47822.0,,2.4,3.3,72286.0
161,2017,India,48027.0,26165.0,2.4,3.0,
162,2017,Indonesia,29146.0,33307.0,2.6,,
163,2017,Indonesia,,33820.0,2.7,2.4,60039.0
164,2017,Indonesia,29399.0,,2.5,2.8,61035.0
165,2017,Indonesia,29071.0,33385.0,2.5,2.8,60942.0
166,2017,Italy,25183.0,27291.0,3.6,3.7,49832.0
167,2017,Italy,25153.0,27695.0,3.7,3.9,50444.0
168,2017,Kenya,8360.0,12886.0,2.3,2.5,19703.0
169,2017,Kenya,8360.0,12886.0,2.3,2.5,19703.0
170,2017,Kenya,8654.0,12134.0,2.0,2.4,19752.0
171,2017,Mexico,33739.0,36753.0,3.6,3.8,68098.0
172,2017,Mexico,33669.0,37282.0,3.7,3.8,68315.0
173,2017,Mexico,33656.0,37071.0,3.5,3.7,68162.0
174,2017,Peru,6259.0,8297.0,2.7,2.9,13378.0
175,2017,Peru,6120.0,8399.0,2.3,2.5,13958.0
176,2017,South Africa,11666.0,13880.0,2.8,3.1,24458.0
177,2017,South Africa,11261.0,14026.0,2.7,3.1,24084.0
178,2017,Thailand,16837.0,24937.0,2.7,2.8,41375.0
179,2017,Thailand,16625.0,25166.0,2.8,2.8,41393.0
180,2017,Thailand,16306.0,25647.0,2.8,2.7,40977.0
181,2017,Thailand,16919.0,25447.0,2.8,2.8,41094.0
182,2017,Turkey,19775.0,22159.0,3.0,3.2,39421.0
183,2017,Turkey,19623.0,22288.0,3.0,3.0,
184,2017,Turkey,20050.0,22271.0,3.2,3.2,39710.0
185,2017,USA,25997.0,0.0,,,0.0
186,2017,USA,26291.0,0.0,4.8,0.0,0.0
187,2017,Vietnam,15836.0,29459.0,2.4,2.6,44298.0
188,2017,Vietnam,16490.0,29760.0,2.6,2.7,44975.0
189,2017,Vietnam,15641.0,29390.0,2.4,2.6,44652.0
190,2018,Argentina,13819.0,15957.0,2.8,3.0,28816.0
191,2018,Argentina,13518.0,16282.0,2.9,3.2,28835.0
192,2018,Argentina,14276.0,16133.0,2.9,2.8,28942.0
193,2018,Brazil,22579.0,40048.0,2.1,2.3,59198.0
194,2018,Brazil,22717.0,40088.0,2.1,1.9,59969.0
195,2018,Brazil,22686.0,40473.0,1.9,2.0,59748.0
196,2018,Brazil,22334.0,39917.0,2.3,2.3,59654.0
197,2018,Canada,,23513.0,4.2,4.3,41981.0
198,2018,Canada,19317.0,23413.0,3.8,4.2,41369.0
199,2018,Chile,7371.0,9962.0,2.8,2.9,15917.0
200,2018,Chile,7618.0,9451.0,2.9,3.1,16606.0
201,2018,China,135192.0,93945.0,3.3,3.6,224358.0
202,2018,Colombia,4260.0,11855.0,2.4,2.6,15534.0
203,2018,Colombia,4260.0,11855.0,2.4,2.6,15534.0
204,2018,Ethiopia,3653.0,7519.0,2.3,2.3,7975.0
205,2018,Ethiopia,3815.0,7481.0,2.1,2.7,7301.0
206,2018,France,,32853.0,3.7,3.9,61763.0
207,2018,France,31203.0,33332.0,3.9,4.0,
208,2018,Germany,9087.0,11565.0,3.5,3.8,0.0
209,2018,India,49587.0,27254.0,,3.1,74603.0
210,2018,India,49018.0,27353.0,3.0,3.3,75150.0
211,2018,India,49586.0,27316.0,2.8,3.1,75014.0
212,2018,India,49074.0,27254.0,2.8,3.2,74344.0
213,2018,Indonesia,29772.0,33819.0,2.6,2.8,61899.0
214,2018,Italy,25352.0,28071.0,3.5,3.8,51095.0
215,2018,Italy,25119.0,28233.0,,3.5,51164.0
216,2018,Kenya,8541.0,13070.0,2.2,2.5,20899.0
217,2018,Kenya,8635.0,12626.0,,2.6,20721.0
218,2018,Mexico,34414.0,37450.0,3.8,4.0,69824.0
219,2018,Mexico,34335.0,37598.0,4.1,4.2,70062.0
220,2018,Peru,6207.0,8847.0,2.8,2.9,13808.0
221,2018,South Africa,11867.0,13876.0,,3.2,24457.0
222,2018,South Africa,11583.0,14191.0,2.8,3.0,24481.0
223,2018,South Africa,11251.0,14494.0,3.3,3.4,24549.0
224,2018,South Africa,12238.0,14377.0,3.2,2.9,24242.0
225,2018,Thailand,17268.0,25869.0,2.7,2.9,42256.0
226,2018,Thailand,,25893.0,2.7,2.8,41953.0
227,2018,Turkey,,22549.0,3.1,3.3,40955.0
228,2018,USA,26679.0,0.0,4.7,0.0,
229,2018,USA,26679.0,,4.7,0.0,0.0
230,2018,USA,26919.0,0.0,4.7,0.0,0.0
231,2018,Vietnam,16325.0,30507.0,2.6,2.7,45535.0
232,2018,Vietnam,16740.0,30252.0,,2.6,46393.0
233,2018,Vietnam,16513.0,30772.0,2.4,2.6,46450.0
234,2019,Argentina,14151.0,16489.0,3.0,,
235,2019,Argentina,,16322.0,3.0,3.4,29476.0
236,2019,Argentina,13883.0,16119.0,3.0,2.9,30082.0
237,2019,Brazil,23077.0,40946.0,2.1,2.3,
238,2019,Brazil,22891.0,41416.0,1.9,2.1,61596.0
239,2019,Canada,19641.0,23734.0,,4.4,42804.0
240,2019,Canada,19641.0,23734.0,4.2,4.4,42804.0
241,2019,Canada,19232.0,24493.0,4.2,4.2,42782.0
242,2019,Chile,7768.0,9761.0,2.9,3.1,16596.0
243,2019,Chile,7927.0,10104.0,2.9,2.9,16290.0
244,2019,China,140022.0,97141.0,3.4,3.7,232115.0
245,2019,China,139636.0,,3.7,4.0,232126.0
246,2019,China,139879.0,97319.0,3.2,3.8,231821.0
247,2019,Colombia,4293.0,12352.0,2.5,2.6,15631.0
248,2019,Colombia,4815.0,12563.0,2.7,,15191.0
249,2019,Colombia,4481.0,12301.0,2.2,2.8,16009.0
250,2019,Colombia,4785.0,12358.0,2.3,2.8,15266.0
251,2019,Ethiopia,,7750.0,2.3,2.5,8056.0
252,2019,Ethiopia,4040.0,7750.0,2.3,2.5,8056.0
253,2019,Ethiopia,4338.0,,2.3,2.7,7510.0
254,2019,Ethiopia,3749.0,7351.0,2.0,,8491.0
255,2019,France,31289.0,33917.0,3.8,4.0,63300.0
256,2019,France,31289.0,33917.0,3.8,4.0,63300.0
257,2019,France,31492.0,33413.0,3.8,4.0,62948.0
258,2019,France,31571.0,33463.0,3.7,3.9,62994.0
259,2019,France,31643.0,33947.0,4.0,4.1,63750.0
260,2019,Germany,9185.0,11984.0,3.5,3.8,0.0
261,2019,Germany,9715.0,12057.0,3.6,3.6,0.0
262,2019,Germany,9754.0,11833.0,3.7,3.6,0.0
263,2019,India,50822.0,28421.0,3.0,3.3,76979.0
264,2019,India,51230.0,27867.0,2.8,3.3,77420.0
265,2019,India,51090.0,28360.0,3.1,3.0,77500.0
266,2019,Indonesia,30539.0,34879.0,2.6,3.0,63226.0
267,2019,Indonesia,29925.0,34820.0,2.8,2.7,63281.0
268,2019,Italy,25913.0,28592.0,3.8,3.8,52728.0
269,2019,Italy,26474.0,28484.0,3.5,3.8,52763.0
270,2019,Italy,25730.0,28630.0,3.5,3.8,52836.0
271,2019,Kenya,8700.0,13167.0,2.4,2.7,20642.0
272,2019,Kenya,8696.0,13324.0,2.7,2.8,20792.0
273,2019,Kenya,8423.0,13568.0,2.4,2.6,21185.0
274,2019,Mexico,35043.0,38584.0,3.8,4.0,71652.0
275,2019,Mexico,35043.0,38584.0,3.8,4.0,71652.0
276,2019,Mexico,34995.0,38110.0,3.8,,72006.0
277,2019,Peru,6466.0,8598.0,2.8,2.9,
278,2019,Peru,6473.0,8918.0,3.1,3.0,14927.0
279,2019,Peru,6747.0,8562.0,2.6,2.8,14305.0
280,2019,South Africa,11812.0,14378.0,3.2,3.2,25272.0
281,2019,South Africa,12489.0,14219.0,3.0,3.6,24965.0
282,2019,South Africa,12334.0,14453.0,3.1,3.4,25258.0
283,2019,Thailand,17576.0,26198.0,2.8,3.0,42695.0
284,2019,Thailand,17559.0,26449.0,2.6,2.7,42880.0
285,2019,Thailand,17303.0,26093.0,2.7,3.1,42456.0
286,2019,Turkey,20676.0,23093.0,3.2,3.4,41938.0
287,2019,Turkey,20535.0,,3.5,3.4,41087.0
288,2019,USA,26991.0,0.0,4.9,0.0,0.0
289,2019,Vietnam,16815.0,31235.0,2.6,,46959.0
290,2019,Vietnam,16729.0,31411.0,2.7,2.8,46980.0
291,2020,Argentina,14433.0,16757.0,3.0,3.4,30248.0
292,2020,Argentina,14113.0,16721.0,3.1,3.1,30824.0
293,2020,Argentina,14876.0,17062.0,3.4,3.2,30821.0
294,2020,Argentina,14836.0,17119.0,3.1,3.6,30830.0
295,2020,Argentina,14301.0,,2.9,3.0,30791.0
296,2020,Brazil,23583.0,42083.0,,2.4,62243.0
297,2020,Brazil,23016.0,42176.0,2.4,2.6,62241.0
298,2020,Brazil,23343.0,42083.0,2.2,2.4,61971.0
299,2020,Brazil,23576.0,42341.0,,2.7,63035.0
300,2020,Brazil,23604.0,42177.0,2.5,2.7,62157.0
301,2020,Canada,20074.0,24644.0,4.3,4.5,43813.0
302,2020,Canada,20074.0,24644.0,4.3,,43813.0
303,2020,Canada,20340.0,24812.0,4.5,4.2,43149.0
304,2020,Chile,7696.0,10481.0,2.9,3.1,16904.0
305,2020,Chile,7337.0,10302.0,2.8,3.5,16991.0
306,2020,Chile,8148.0,10303.0,3.2,3.3,17161.0
307,2020,Chile,7414.0,10748.0,2.9,2.9,17056.0
308,2020,China,145038.0,100287.0,3.5,3.9,239852.0
309,2020,China,144632.0,100246.0,3.8,3.8,240454.0
310,2020,Colombia,4678.0,12668.0,2.7,2.9,16168.0
311,2020,Colombia,4703.0,12018.0,2.6,2.6,15582.0
312,2020,Colombia,4659.0,12751.0,2.4,2.9,15477.0
313,2020,Colombia,4068.0,12164.0,2.6,2.8,15764.0
314,2020,Colombia,4204.0,,2.8,2.7,16249.0
315,2020,Ethiopia,3838.0,7558.0,2.5,2.7,
316,2020,Ethiopia,3811.0,7538.0,2.3,2.6,8807.0
317,2020,Ethiopia,,7739.0,2.4,2.5,8527.0
318,2020,France,32145.0,34730.0,3.8,4.1,64752.0
319,2020,France,32192.0,34159.0,4.0,4.3,64791.0
320,2020,France,32058.0,34139.0,3.6,4.2,64375.0
321,2020,Germany,9672.0,12018.0,,4.0,
322,2020,India,52522.0,28832.0,3.0,3.3,79757.0
323,2020,India,52213.0,29164.0,2.7,3.0,79161.0
324,2020,Indonesia,31082.0,35393.0,2.7,2.9,64438.0
325,2020,Indonesia,30725.0,35052.0,2.7,3.3,64753.0
326,2020,Indonesia,30681.0,35685.0,2.9,2.8,64884.0
327,2020,Italy,26541.0,28919.0,3.8,4.0,53555.0
328,2020,Italy,26734.0,29322.0,4.0,3.7,53674.0
329,2020,Italy,26380.0,28935.0,3.8,3.9,
330,2020,Italy,26757.0,29286.0,4.0,4.2,53713.0
331,2020,Italy,26611.0,29000.0,,3.9,53495.0
332,2020,Kenya,8935.0,13695.0,2.6,2.8,21756.0
333,2020,Mexico,36126.0,39416.0,4.0,4.2,73351.0
334,2020,Mexico,36366.0,39967.0,4.1,4.3,73841.0
335,2020,Mexico,35844.0,39533.0,4.0,4.3,73669.0
336,2020,Mexico,35920.0,39700.0,4.1,4.3,72918.0
337,2020,Mexico,36157.0,39419.0,4.1,4.1,73953.0
338,2020,Peru,6413.0,,2.9,3.1,14558.0
339,2020,Peru,6772.0,9313.0,3.1,3.4,14101.0
340,2020,South Africa,12129.0,14662.0,3.3,3.3,25826.0
341,2020,Thailand,17989.0,27204.0,2.9,3.1,43716.0
342,2020,Turkey,21116.0,23560.0,3.3,3.5,42447.0
343,2020,Turkey,21116.0,23560.0,3.3,3.5,42447.0
344,2020,Turkey,20661.0,23956.0,3.1,3.7,42691.0
345,2020,Turkey,20875.0,23743.0,3.5,3.7,42503.0
346,2020,USA,27375.0,0.0,5.0,0.0,0.0
347,2020,Vietnam,17529.0,32218.0,2.7,2.8,48492.0
348,2020,Vietnam,17536.0,31965.0,2.7,2.7,48388.0
349,2021,Argentina,14821.0,17500.0,3.1,3.3,31006.0
350,2021,Argentina,14821.0,17500.0,3.1,3.3,31006.0
351,2021,Argentina,15218.0,17693.0,3.2,3.6,30934.0
352,2021,Argentina,14820.0,16998.0,,3.4,31018.0
353,2021,Argentina,15193.0,17135.0,3.0,3.4,31616.0
354,2021,Argentina,14961.0,17331.0,3.1,3.2,31783.0
355,2021,Brazil,23811.0,43029.0,2.5,2.6,64007.0
356,2021,Brazil,24275.0,43454.0,2.4,2.3,64355.0
357,2021,Canada,20396.0,25136.0,4.4,4.6,44713.0
358,2021,Canada,20808.0,25036.0,4.6,4.4,44549.0
359,2021,Canada,20716.0,25361.0,4.7,4.5,43823.0
360,2021,Canada,,24538.0,4.4,4.7,44111.0
361,2021,Chile,7951.0,10505.0,3.1,3.3,
362,2021,Chile,7503.0,10629.0,3.4,3.6,17163.0
363,2021,China,149996.0,103149.0,3.5,4.0,247850.0
364,2021,China,150142.0,103299.0,3.5,4.1,247561.0
365,2021,China,149607.0,102866.0,3.8,3.9,247535.0
366,2021,Colombia,4489.0,12815.0,2.7,2.8,16040.0
367,2021,Colombia,4565.0,12610.0,2.5,3.1,15942.0
368,2021,Ethiopia,4127.0,,2.4,2.7,9123.0
369,2021,Ethiopia,4583.0,7804.0,,3.0,8583.0
370,2021,France,32482.0,35044.0,3.9,,65400.0
371,2021,France,32566.0,35280.0,4.1,4.2,65300.0
372,2021,France,32530.0,35426.0,3.7,4.4,66189.0
373,2021,Germany,9655.0,12572.0,3.8,,0.0
374,2021,Germany,9264.0,12291.0,4.0,4.2,0.0
375,2021,India,54019.0,30057.0,3.0,3.5,81655.0
376,2021,India,54313.0,29797.0,3.2,3.4,81220.0
377,2021,India,53700.0,29959.0,2.9,3.6,82054.0
378,2021,Indonesia,31545.0,36123.0,3.0,3.1,65681.0
379,2021,Indonesia,31701.0,36099.0,2.7,3.1,65337.0
380,2021,Indonesia,31650.0,36096.0,3.0,2.8,
381,2021,Italy,26850.0,29745.0,4.0,4.2,54233.0
382,2021,Italy,27030.0,29679.0,4.0,4.1,55190.0
383,2021,Italy,,29840.0,3.8,4.4,54385.0
384,2021,Italy,26562.0,,3.8,4.3,54786.0
385,2021,Italy,27131.0,29993.0,3.8,3.8,54320.0
386,2021,Kenya,9062.0,13716.0,2.7,2.9,22060.0
387,2021,Kenya,9384.0,13700.0,2.6,2.7,22033.0
388,2021,Kenya,9093.0,13971.0,2.5,2.9,21481.0
389,2021,Mexico,36697.0,40204.0,4.1,4.3,75317.0
390,2021,Mexico,36383.0,40107.0,4.1,4.5,
391,2021,Mexico,37269.0,40313.0,4.1,4.4,74902.0
392,2021,Mexico,36635.0,40714.0,3.8,4.6,
393,2021,Peru,6827.0,9268.0,3.0,3.3,15181.0
394,2021,Peru,6483.0,9481.0,3.0,3.5,14726.0
395,2021,Peru,7119.0,9707.0,3.1,3.3,15033.0
396,2021,South Africa,12528.0,15377.0,3.4,3.6,26903.0
397,2021,South Africa,12580.0,15286.0,3.1,3.7,26672.0
398,2021,South Africa,12748.0,15177.0,3.2,3.4,26760.0
399,2021,South Africa,12062.0,15084.0,3.5,3.5,26482.0
400,2021,South Africa,,14748.0,3.1,3.5,26769.0
401,2021,Thailand,18317.0,,3.1,3.2,44988.0
402,2021,Thailand,18028.0,27674.0,3.0,3.0,45069.0
403,2021,Thailand,18376.0,27161.0,3.2,2.9,45458.0
404,2021,Thailand,18013.0,27579.0,3.3,2.9,45305.0
405,2021,Turkey,21547.0,23794.0,,3.6,43673.0
406,2021,USA,27943.0,0.0,5.1,0.0,0.0
407,2021,USA,28092.0,0.0,5.4,,0.0
408,2021,Vietnam,18164.0,32504.0,2.7,3.0,49464.0
409,2021,Vietnam,17574.0,32859.0,2.5,2.9,50341.0
410,2022,Argentina,15262.0,18007.0,3.2,3.5,32238.0
411,2022,Argentina,15313.0,17457.0,3.3,3.7,31427.0
412,2022,Argentina,15187.0,18286.0,3.6,3.6,32100.0
413,2022,Brazil,24380.0,,2.6,2.6,65500.0
414,2022,Brazil,24638.0,43574.0,2.4,2.5,65890.0
415,2022,Canada,20838.0,25255.0,4.6,4.8,45472.0
416,2022,Canada,20338.0,25526.0,4.7,,45681.0
417,2022,Chile,8051.0,10488.0,3.2,3.3,17873.0
418,2022,Chile,7567.0,11018.0,3.4,3.4,17393.0
419,2022,Chile,7929.0,10611.0,3.5,3.3,17952.0
420,2022,China,154994.0,105894.0,3.7,,
421,2022,China,154994.0,105894.0,3.7,4.1,255660.0
422,2022,China,155484.0,105583.0,3.8,3.8,256290.0
423,2022,China,154904.0,105701.0,3.8,3.9,256480.0
424,2022,Colombia,,12852.0,2.8,2.9,16442.0
425,2022,Colombia,4951.0,13077.0,2.6,2.8,
426,2022,Colombia,4500.0,13518.0,2.8,2.8,16829.0
427,2022,Ethiopia,4239.0,8060.0,2.5,2.7,8844.0
428,2022,Ethiopia,3875.0,8351.0,2.6,3.1,9522.0
429,2022,Ethiopia,3706.0,7945.0,2.3,3.0,9108.0
430,2022,France,33336.0,35625.0,4.2,4.2,
431,2022,France,33061.0,35958.0,4.4,4.4,67641.0
432,2022,France,32899.0,35904.0,4.2,4.4,66907.0
433,2022,France,33042.0,35830.0,3.8,4.5,66673.0
434,2022,Germany,10029.0,12957.0,3.8,4.1,0.0
435,2022,Germany,,12347.0,3.8,4.5,0.0
436,2022,Germany,10019.0,12437.0,3.9,4.4,0.0
437,2022,India,55673.0,,3.1,3.5,83980.0
438,2022,India,,30594.0,3.0,,83810.0
439,2022,Indonesia,32169.0,37133.0,2.9,3.1,66932.0
440,2022,Indonesia,31863.0,36884.0,3.1,3.4,67058.0
441,2022,Indonesia,32089.0,36724.0,3.3,2.9,67167.0
442,2022,Italy,27479.0,30202.0,4.0,4.2,55773.0
443,2022,Italy,27287.0,29819.0,4.2,4.5,55264.0
